Running BLAST for 0.015625 

['DATE:2016-03-20 13:02:00.160388', 'CPU:30.3', 'MEMORY:21082 MB']
['DATE:2016-03-20 14:17:18.753304', 'CPU:13.7', 'MEMORY:21825 MB']
['DATE:2016-03-20 14:18:19.813292', 'CPU:31.0', 'MEMORY:21933 MB']
['DATE:2016-03-20 14:19:20.876263', 'CPU:13.8', 'MEMORY:21856 MB']
['DATE:2016-03-20 14:20:21.904097', 'CPU:29.2', 'MEMORY:21963 MB']
['DATE:2016-03-20 14:21:22.967961', 'CPU:17.8', 'MEMORY:21983 MB']
['DATE:2016-03-20 14:22:24.030850', 'CPU:30.4', 'MEMORY:21953 MB']
['DATE:2016-03-20 14:23:25.094853', 'CPU:16.8', 'MEMORY:21883 MB']
['DATE:2016-03-20 14:24:26.158666', 'CPU:27.9', 'MEMORY:21989 MB']
['DATE:2016-03-20 14:25:27.221794', 'CPU:29.1', 'MEMORY:22003 MB']
['DATE:2016-03-20 14:26:28.285317', 'CPU:29.2', 'MEMORY:22007 MB']
['DATE:2016-03-20 14:27:29.345759', 'CPU:29.3', 'MEMORY:22062 MB']
['DATE:2016-03-20 14:28:30.409600', 'CPU:31.0', 'MEMORY:22095 MB']
['DATE:2016-03-20 14:29:31.456047', 'CPU:29.6', 'MEMORY:22049 MB']
['DATE:2016-03-20 14:30:32.520115', 'CPU:29.4', 'MEMORY:22055 MB']
['DATE:2016-03-20 14:31:33.580854', 'CPU:32.9', 'MEMORY:22047 MB']
['DATE:2016-03-20 14:32:34.644426', 'CPU:29.7', 'MEMORY:22032 MB']
['DATE:2016-03-20 14:33:35.694049', 'CPU:28.8', 'MEMORY:22064 MB']
['DATE:2016-03-20 14:34:36.702916', 'CPU:33.1', 'MEMORY:22073 MB']
['DATE:2016-03-20 14:35:37.766990', 'CPU:28.4', 'MEMORY:22068 MB']
['DATE:2016-03-20 14:36:38.830215', 'CPU:37.3', 'MEMORY:22096 MB']
['DATE:2016-03-20 14:37:39.893155', 'CPU:29.9', 'MEMORY:22107 MB']
['DATE:2016-03-20 14:38:40.953221', 'CPU:30.1', 'MEMORY:22139 MB']
['DATE:2016-03-20 14:39:42.017159', 'CPU:30.6', 'MEMORY:22106 MB']
['DATE:2016-03-20 14:40:43.081203', 'CPU:29.7', 'MEMORY:22124 MB']
['DATE:2016-03-20 14:41:44.145424', 'CPU:30.5', 'MEMORY:22119 MB']
['DATE:2016-03-20 14:42:45.205241', 'CPU:28.9', 'MEMORY:22137 MB']
['DATE:2016-03-20 14:43:46.264966', 'CPU:30.0', 'MEMORY:22139 MB']
['DATE:2016-03-20 14:44:47.325427', 'CPU:31.2', 'MEMORY:22127 MB']
['DATE:2016-03-20 14:45:48.385736', 'CPU:30.1', 'MEMORY:22153 MB']
['DATE:2016-03-20 14:46:49.449756', 'CPU:29.7', 'MEMORY:22157 MB']
['DATE:2016-03-20 14:47:50.512823', 'CPU:31.9', 'MEMORY:22162 MB']
['DATE:2016-03-20 14:48:51.573588', 'CPU:29.2', 'MEMORY:22161 MB']
['DATE:2016-03-20 14:49:52.636814', 'CPU:34.7', 'MEMORY:22205 MB']
['DATE:2016-03-20 14:50:53.700760', 'CPU:29.5', 'MEMORY:22223 MB']
['DATE:2016-03-20 14:51:54.764446', 'CPU:29.7', 'MEMORY:22218 MB']
['DATE:2016-03-20 14:52:55.827988', 'CPU:30.3', 'MEMORY:22210 MB']
['DATE:2016-03-20 14:53:56.891600', 'CPU:29.0', 'MEMORY:22223 MB']
['DATE:2016-03-20 14:54:57.952680', 'CPU:22.8', 'MEMORY:22243 MB']
['DATE:2016-03-20 14:55:59.004828', 'CPU:30.5', 'MEMORY:22212 MB']
['DATE:2016-03-20 14:57:00.068263', 'CPU:30.7', 'MEMORY:22244 MB']
['DATE:2016-03-20 14:58:01.132372', 'CPU:30.8', 'MEMORY:22222 MB']
['DATE:2016-03-20 14:59:02.196373', 'CPU:29.4', 'MEMORY:22209 MB']
['DATE:2016-03-20 15:00:03.259761', 'CPU:13.8', 'MEMORY:22116 MB']
['DATE:2016-03-20 15:01:04.322945', 'CPU:29.4', 'MEMORY:22201 MB']
['DATE:2016-03-20 15:02:05.386742', 'CPU:29.5', 'MEMORY:22206 MB']
['DATE:2016-03-20 15:03:06.450530', 'CPU:31.9', 'MEMORY:22210 MB']

['DATE:2016-03-20 15:04:07.513704', 'CPU:12.5', 'MEMORY:20558 MB']
