Running BLAST for 0.015625 

['DATE:2016-03-19 14:18:15.627733', 'CPU:15.8', 'MEMORY:12261 MB']
['DATE:2016-03-19 14:56:55.962588', 'CPU:12.7', 'MEMORY:12908 MB']
['DATE:2016-03-19 14:57:57.025921', 'CPU:13.1', 'MEMORY:12923 MB']
['DATE:2016-03-19 14:58:58.088326', 'CPU:14.4', 'MEMORY:12933 MB']
['DATE:2016-03-19 14:59:59.151821', 'CPU:12.7', 'MEMORY:12909 MB']
['DATE:2016-03-19 15:01:00.215573', 'CPU:2.8', 'MEMORY:12883 MB']
['DATE:2016-03-19 15:02:01.278696', 'CPU:13.2', 'MEMORY:12948 MB']
['DATE:2016-03-19 15:03:02.339558', 'CPU:13.4', 'MEMORY:12968 MB']
['DATE:2016-03-19 15:04:03.403320', 'CPU:13.8', 'MEMORY:12968 MB']
['DATE:2016-03-19 15:05:04.463860', 'CPU:13.5', 'MEMORY:12970 MB']
['DATE:2016-03-19 15:06:05.527265', 'CPU:12.6', 'MEMORY:12968 MB']
['DATE:2016-03-19 15:07:06.590213', 'CPU:12.8', 'MEMORY:13033 MB']
['DATE:2016-03-19 15:08:07.653712', 'CPU:12.4', 'MEMORY:13034 MB']
['DATE:2016-03-19 15:09:08.716148', 'CPU:14.7', 'MEMORY:13044 MB']
['DATE:2016-03-19 15:10:09.779768', 'CPU:1.3', 'MEMORY:12978 MB']
['DATE:2016-03-19 15:11:10.842762', 'CPU:13.2', 'MEMORY:13035 MB']
['DATE:2016-03-19 15:12:11.903962', 'CPU:19.6', 'MEMORY:13054 MB']
['DATE:2016-03-19 15:13:12.967787', 'CPU:13.7', 'MEMORY:13040 MB']
['DATE:2016-03-19 15:14:14.027884', 'CPU:17.9', 'MEMORY:13018 MB']
['DATE:2016-03-19 15:15:15.090815', 'CPU:17.4', 'MEMORY:13002 MB']
['DATE:2016-03-19 15:16:16.154555', 'CPU:1.3', 'MEMORY:12920 MB']
['DATE:2016-03-19 15:17:17.217844', 'CPU:1.3', 'MEMORY:12943 MB']
['DATE:2016-03-19 15:18:18.281963', 'CPU:17.1', 'MEMORY:13026 MB']
['DATE:2016-03-19 15:19:19.331858', 'CPU:17.8', 'MEMORY:13053 MB']
['DATE:2016-03-19 15:20:20.395283', 'CPU:14.4', 'MEMORY:13060 MB']
['DATE:2016-03-19 15:21:21.458368', 'CPU:14.8', 'MEMORY:13076 MB']
['DATE:2016-03-19 15:22:22.520297', 'CPU:19.3', 'MEMORY:13070 MB']
['DATE:2016-03-19 15:23:23.583238', 'CPU:19.8', 'MEMORY:13077 MB']
['DATE:2016-03-19 15:24:24.643395', 'CPU:18.6', 'MEMORY:13062 MB']
['DATE:2016-03-19 15:25:25.706518', 'CPU:20.7', 'MEMORY:13087 MB']
['DATE:2016-03-19 15:26:26.769432', 'CPU:13.6', 'MEMORY:13057 MB']
['DATE:2016-03-19 15:27:27.832499', 'CPU:1.3', 'MEMORY:13009 MB']
['DATE:2016-03-19 15:28:28.895381', 'CPU:20.2', 'MEMORY:13116 MB']
['DATE:2016-03-19 15:29:29.959024', 'CPU:1.3', 'MEMORY:13034 MB']
['DATE:2016-03-19 15:30:31.022916', 'CPU:28.6', 'MEMORY:13128 MB']
['DATE:2016-03-19 15:31:32.083487', 'CPU:15.3', 'MEMORY:13134 MB']
['DATE:2016-03-19 15:32:33.143976', 'CPU:26.0', 'MEMORY:13169 MB']
['DATE:2016-03-19 15:33:34.203675', 'CPU:28.6', 'MEMORY:13153 MB']
['DATE:2016-03-19 15:34:35.263528', 'CPU:29.3', 'MEMORY:13144 MB']
['DATE:2016-03-19 15:35:36.326851', 'CPU:16.5', 'MEMORY:13166 MB']
['DATE:2016-03-19 15:36:37.389903', 'CPU:23.1', 'MEMORY:13149 MB']
['DATE:2016-03-19 15:37:38.453086', 'CPU:23.2', 'MEMORY:13134 MB']
['DATE:2016-03-19 15:38:39.515313', 'CPU:22.5', 'MEMORY:13160 MB']
['DATE:2016-03-19 15:39:40.575469', 'CPU:23.3', 'MEMORY:13151 MB']
['DATE:2016-03-19 15:40:41.639428', 'CPU:20.0', 'MEMORY:13147 MB']
['DATE:2016-03-19 15:41:42.702930', 'CPU:24.6', 'MEMORY:13158 MB']
['DATE:2016-03-19 15:42:43.765745', 'CPU:20.5', 'MEMORY:13190 MB']
['DATE:2016-03-19 15:43:44.828934', 'CPU:21.1', 'MEMORY:13179 MB']
['DATE:2016-03-19 15:44:45.891939', 'CPU:21.8', 'MEMORY:13152 MB']
['DATE:2016-03-19 15:45:46.956045', 'CPU:22.0', 'MEMORY:13153 MB']
['DATE:2016-03-19 15:46:48.019214', 'CPU:23.1', 'MEMORY:13177 MB']
['DATE:2016-03-19 15:47:49.082713', 'CPU:22.8', 'MEMORY:13140 MB']
['DATE:2016-03-19 15:48:50.146143', 'CPU:24.6', 'MEMORY:13152 MB']
['DATE:2016-03-19 15:49:51.209111', 'CPU:23.3', 'MEMORY:13183 MB']
['DATE:2016-03-19 15:50:52.272467', 'CPU:27.4', 'MEMORY:13181 MB']
['DATE:2016-03-19 15:51:53.336009', 'CPU:30.2', 'MEMORY:13189 MB']

['DATE:2016-03-19 15:52:54.399788', 'CPU:0.0', 'MEMORY:11840 MB']
