Running BLAST for 0.015625 

['DATE:2016-03-20 10:18:01.272060', 'CPU:49.0', 'MEMORY:21421 MB']
['DATE:2016-03-20 11:01:46.914364', 'CPU:29.1', 'MEMORY:22774 MB']
['DATE:2016-03-20 11:02:47.977616', 'CPU:41.1', 'MEMORY:22815 MB']
['DATE:2016-03-20 11:03:49.040807', 'CPU:47.8', 'MEMORY:22873 MB']
['DATE:2016-03-20 11:04:50.103903', 'CPU:50.5', 'MEMORY:22870 MB']
['DATE:2016-03-20 11:05:51.164002', 'CPU:48.3', 'MEMORY:22848 MB']
['DATE:2016-03-20 11:06:52.223882', 'CPU:60.7', 'MEMORY:22872 MB']
['DATE:2016-03-20 11:07:53.287249', 'CPU:47.5', 'MEMORY:22877 MB']
['DATE:2016-03-20 11:08:54.347906', 'CPU:50.5', 'MEMORY:22883 MB']
['DATE:2016-03-20 11:09:55.407909', 'CPU:53.9', 'MEMORY:22899 MB']
['DATE:2016-03-20 11:10:56.468366', 'CPU:44.6', 'MEMORY:22917 MB']
['DATE:2016-03-20 11:11:57.528178', 'CPU:27.7', 'MEMORY:22894 MB']
['DATE:2016-03-20 11:12:58.587881', 'CPU:59.0', 'MEMORY:22980 MB']
['DATE:2016-03-20 11:13:59.648066', 'CPU:49.6', 'MEMORY:22949 MB']
['DATE:2016-03-20 11:15:00.707963', 'CPU:55.2', 'MEMORY:23027 MB']
['DATE:2016-03-20 11:16:01.772075', 'CPU:28.3', 'MEMORY:22939 MB']
['DATE:2016-03-20 11:17:02.835485', 'CPU:29.5', 'MEMORY:22956 MB']
['DATE:2016-03-20 11:18:03.895869', 'CPU:64.8', 'MEMORY:23094 MB']
['DATE:2016-03-20 11:19:04.956063', 'CPU:55.1', 'MEMORY:23069 MB']
['DATE:2016-03-20 11:20:06.015859', 'CPU:60.3', 'MEMORY:23069 MB']
['DATE:2016-03-20 11:21:07.042141', 'CPU:29.9', 'MEMORY:23030 MB']
['DATE:2016-03-20 11:22:08.105524', 'CPU:41.0', 'MEMORY:23068 MB']
['DATE:2016-03-20 11:23:09.168787', 'CPU:60.4', 'MEMORY:23126 MB']
['DATE:2016-03-20 11:24:10.232154', 'CPU:39.1', 'MEMORY:23034 MB']
['DATE:2016-03-20 11:25:11.295296', 'CPU:28.9', 'MEMORY:23077 MB']
['DATE:2016-03-20 11:26:12.355844', 'CPU:30.1', 'MEMORY:23099 MB']
['DATE:2016-03-20 11:27:13.415942', 'CPU:56.5', 'MEMORY:23219 MB']
['DATE:2016-03-20 11:28:14.476274', 'CPU:28.9', 'MEMORY:23168 MB']
['DATE:2016-03-20 11:29:15.535987', 'CPU:45.5', 'MEMORY:23269 MB']
['DATE:2016-03-20 11:30:16.595862', 'CPU:63.2', 'MEMORY:23225 MB']
['DATE:2016-03-20 11:31:17.656031', 'CPU:60.4', 'MEMORY:23267 MB']
['DATE:2016-03-20 11:32:18.719287', 'CPU:37.0', 'MEMORY:23199 MB']
['DATE:2016-03-20 11:33:19.782572', 'CPU:61.0', 'MEMORY:23263 MB']
['DATE:2016-03-20 11:34:20.843864', 'CPU:29.3', 'MEMORY:23222 MB']
['DATE:2016-03-20 11:35:21.903957', 'CPU:61.6', 'MEMORY:23310 MB']
['DATE:2016-03-20 11:36:22.964064', 'CPU:36.7', 'MEMORY:23241 MB']
['DATE:2016-03-20 11:37:24.027428', 'CPU:62.0', 'MEMORY:23286 MB']
['DATE:2016-03-20 11:38:25.087749', 'CPU:29.7', 'MEMORY:23233 MB']
['DATE:2016-03-20 11:39:26.147194', 'CPU:30.0', 'MEMORY:23241 MB']
['DATE:2016-03-20 11:40:27.207870', 'CPU:67.7', 'MEMORY:23336 MB']
['DATE:2016-03-20 11:41:28.271088', 'CPU:63.5', 'MEMORY:23378 MB']
['DATE:2016-03-20 11:42:29.331905', 'CPU:59.3', 'MEMORY:23330 MB']
['DATE:2016-03-20 11:43:30.391895', 'CPU:62.0', 'MEMORY:23349 MB']
['DATE:2016-03-20 11:44:31.451915', 'CPU:59.3', 'MEMORY:23367 MB']
['DATE:2016-03-20 11:45:32.515213', 'CPU:57.2', 'MEMORY:23372 MB']
['DATE:2016-03-20 11:46:33.575901', 'CPU:59.1', 'MEMORY:23343 MB']

['DATE:2016-03-20 11:47:34.636413', 'CPU:27.9', 'MEMORY:21959 MB']
