Running BLAST for 0.015625 

['DATE:2016-03-20 05:03:08.498173', 'CPU:22.7', 'MEMORY:71348 MB']
['DATE:2016-03-20 05:42:49.890330', 'CPU:33.2', 'MEMORY:16106 MB']
['DATE:2016-03-20 05:43:50.953686', 'CPU:28.4', 'MEMORY:16549 MB']
['DATE:2016-03-20 05:44:52.016093', 'CPU:31.5', 'MEMORY:16905 MB']
['DATE:2016-03-20 05:45:53.076474', 'CPU:29.0', 'MEMORY:17132 MB']
['DATE:2016-03-20 05:46:54.140305', 'CPU:13.5', 'MEMORY:17450 MB']
['DATE:2016-03-20 05:47:55.174263', 'CPU:29.0', 'MEMORY:17810 MB']
['DATE:2016-03-20 05:48:56.200205', 'CPU:26.9', 'MEMORY:18224 MB']
['DATE:2016-03-20 05:49:57.259817', 'CPU:30.8', 'MEMORY:18493 MB']
['DATE:2016-03-20 05:50:58.323202', 'CPU:28.6', 'MEMORY:18877 MB']
['DATE:2016-03-20 05:51:59.384539', 'CPU:29.4', 'MEMORY:19175 MB']
['DATE:2016-03-20 05:53:00.448154', 'CPU:29.3', 'MEMORY:19527 MB']
['DATE:2016-03-20 05:54:01.511747', 'CPU:29.8', 'MEMORY:19865 MB']
['DATE:2016-03-20 05:55:02.572215', 'CPU:29.4', 'MEMORY:20247 MB']
['DATE:2016-03-20 05:56:03.636168', 'CPU:29.7', 'MEMORY:20529 MB']
['DATE:2016-03-20 05:57:04.695799', 'CPU:28.6', 'MEMORY:20901 MB']
['DATE:2016-03-20 05:58:05.759404', 'CPU:28.9', 'MEMORY:21297 MB']
['DATE:2016-03-20 05:59:06.819961', 'CPU:24.4', 'MEMORY:21650 MB']
['DATE:2016-03-20 06:00:07.883567', 'CPU:27.0', 'MEMORY:21843 MB']
['DATE:2016-03-20 06:01:08.947609', 'CPU:13.9', 'MEMORY:21769 MB']
['DATE:2016-03-20 06:02:10.010979', 'CPU:26.6', 'MEMORY:21916 MB']
['DATE:2016-03-20 06:03:11.071429', 'CPU:27.2', 'MEMORY:21936 MB']
['DATE:2016-03-20 06:04:12.131561', 'CPU:29.7', 'MEMORY:21935 MB']
['DATE:2016-03-20 06:05:13.194763', 'CPU:14.0', 'MEMORY:21852 MB']
['DATE:2016-03-20 06:06:14.257931', 'CPU:28.1', 'MEMORY:21947 MB']
['DATE:2016-03-20 06:07:15.320802', 'CPU:13.8', 'MEMORY:21822 MB']
['DATE:2016-03-20 06:08:16.383954', 'CPU:29.1', 'MEMORY:21958 MB']
['DATE:2016-03-20 06:09:17.447502', 'CPU:26.5', 'MEMORY:22026 MB']
['DATE:2016-03-20 06:10:18.510966', 'CPU:37.3', 'MEMORY:22038 MB']
['DATE:2016-03-20 06:11:19.574207', 'CPU:29.0', 'MEMORY:21983 MB']
['DATE:2016-03-20 06:12:20.637525', 'CPU:28.5', 'MEMORY:21991 MB']
['DATE:2016-03-20 06:13:21.700578', 'CPU:29.1', 'MEMORY:21993 MB']
['DATE:2016-03-20 06:14:22.763783', 'CPU:28.2', 'MEMORY:21990 MB']
['DATE:2016-03-20 06:15:23.827572', 'CPU:29.8', 'MEMORY:21993 MB']
['DATE:2016-03-20 06:16:24.890891', 'CPU:30.4', 'MEMORY:21992 MB']
['DATE:2016-03-20 06:17:25.954837', 'CPU:31.0', 'MEMORY:21996 MB']
['DATE:2016-03-20 06:18:27.019131', 'CPU:28.1', 'MEMORY:22048 MB']
['DATE:2016-03-20 06:19:28.082844', 'CPU:35.7', 'MEMORY:22067 MB']
['DATE:2016-03-20 06:20:29.146315', 'CPU:30.3', 'MEMORY:22055 MB']
['DATE:2016-03-20 06:21:30.209297', 'CPU:13.1', 'MEMORY:21918 MB']
['DATE:2016-03-20 06:22:31.272775', 'CPU:29.6', 'MEMORY:22029 MB']
['DATE:2016-03-20 06:23:32.336513', 'CPU:18.7', 'MEMORY:22028 MB']
['DATE:2016-03-20 06:24:33.400704', 'CPU:29.3', 'MEMORY:22024 MB']
['DATE:2016-03-20 06:25:34.464146', 'CPU:13.6', 'MEMORY:21954 MB']
['DATE:2016-03-20 06:26:35.527784', 'CPU:28.8', 'MEMORY:22085 MB']
['DATE:2016-03-20 06:27:36.559554', 'CPU:28.7', 'MEMORY:22072 MB']
['DATE:2016-03-20 06:28:37.622682', 'CPU:33.4', 'MEMORY:22095 MB']
['DATE:2016-03-20 06:29:38.686335', 'CPU:28.3', 'MEMORY:22136 MB']
['DATE:2016-03-20 06:30:39.749907', 'CPU:13.7', 'MEMORY:22024 MB']
['DATE:2016-03-20 06:31:40.812432', 'CPU:29.7', 'MEMORY:22129 MB']
['DATE:2016-03-20 06:32:41.875444', 'CPU:30.5', 'MEMORY:22137 MB']
['DATE:2016-03-20 06:33:42.932285', 'CPU:29.7', 'MEMORY:22134 MB']
['DATE:2016-03-20 06:34:43.996436', 'CPU:30.0', 'MEMORY:22141 MB']
['DATE:2016-03-20 06:35:45.060059', 'CPU:29.6', 'MEMORY:22145 MB']
['DATE:2016-03-20 06:36:46.124021', 'CPU:29.3', 'MEMORY:22123 MB']
['DATE:2016-03-20 06:37:47.167076', 'CPU:29.3', 'MEMORY:22129 MB']
['DATE:2016-03-20 06:38:48.231019', 'CPU:30.1', 'MEMORY:22110 MB']
['DATE:2016-03-20 06:39:49.291560', 'CPU:33.8', 'MEMORY:22121 MB']
['DATE:2016-03-20 06:40:50.354855', 'CPU:29.7', 'MEMORY:22135 MB']
['DATE:2016-03-20 06:41:51.417994', 'CPU:32.7', 'MEMORY:22156 MB']
['DATE:2016-03-20 06:42:52.481471', 'CPU:29.5', 'MEMORY:22165 MB']
['DATE:2016-03-20 06:43:53.544306', 'CPU:12.5', 'MEMORY:22063 MB']
['DATE:2016-03-20 06:44:54.607429', 'CPU:31.1', 'MEMORY:22206 MB']
['DATE:2016-03-20 06:45:55.670429', 'CPU:29.5', 'MEMORY:22142 MB']
['DATE:2016-03-20 06:46:56.684116', 'CPU:31.1', 'MEMORY:22134 MB']
['DATE:2016-03-20 06:47:57.747171', 'CPU:13.2', 'MEMORY:22039 MB']
['DATE:2016-03-20 06:48:58.810438', 'CPU:30.9', 'MEMORY:22161 MB']
['DATE:2016-03-20 06:49:59.873376', 'CPU:29.1', 'MEMORY:22209 MB']
['DATE:2016-03-20 06:51:00.936517', 'CPU:30.1', 'MEMORY:22209 MB']
['DATE:2016-03-20 06:52:01.999724', 'CPU:30.2', 'MEMORY:22213 MB']
['DATE:2016-03-20 06:53:03.062946', 'CPU:29.4', 'MEMORY:22224 MB']
['DATE:2016-03-20 06:54:04.125909', 'CPU:28.8', 'MEMORY:22229 MB']
['DATE:2016-03-20 06:55:05.190096', 'CPU:26.7', 'MEMORY:22289 MB']
['DATE:2016-03-20 06:56:06.253797', 'CPU:29.3', 'MEMORY:22255 MB']
['DATE:2016-03-20 06:57:07.317095', 'CPU:29.4', 'MEMORY:22246 MB']
['DATE:2016-03-20 06:58:08.380360', 'CPU:29.8', 'MEMORY:22270 MB']
['DATE:2016-03-20 06:59:09.443646', 'CPU:28.4', 'MEMORY:22268 MB']
['DATE:2016-03-20 07:00:10.503841', 'CPU:32.8', 'MEMORY:22285 MB']
['DATE:2016-03-20 07:01:11.563504', 'CPU:28.8', 'MEMORY:22323 MB']
['DATE:2016-03-20 07:02:12.623777', 'CPU:29.2', 'MEMORY:22296 MB']
['DATE:2016-03-20 07:03:13.683808', 'CPU:29.2', 'MEMORY:22294 MB']
['DATE:2016-03-20 07:04:14.743416', 'CPU:29.2', 'MEMORY:22283 MB']
['DATE:2016-03-20 07:05:15.806719', 'CPU:31.5', 'MEMORY:22294 MB']

['DATE:2016-03-20 07:06:16.870701', 'CPU:12.6', 'MEMORY:20499 MB']
